{'NM_000014': ['version 5', 4425]}
{'NM_182671': ['version 2', 1068]}
{'NM_182672': ['version 2', 711]}
{'NM_182673': ['version 2', 2217]}
{'NM_182674': ['version 3', 1311]}
{'NM_182675': ['version 1', 846]}
{'NM_182694': ['version 2', 2130]}
{'NM_182696': ['version 3', 414]}
{'NM_182698': ['version 2', 6921]}
{'NM_182702': ['version 2', 882]}
{'NM_182705': ['version 2', 645]}
{'NM_182714': ['version 2', 939]}
{'NM_182716': ['version 4', 3723]}
{'NM_182735': ['version 2', 1032]}
{'NM_182736': ['version 1', 918]}
{'NM_182738': ['version 1', 591]}
{'NM_182745': ['version 3', 555]}
{'NM_182752': ['version 4', 819]}
{'NM_182755': ['version 2', 2487]}
{'NM_182758': ['version 4', 3309]}
{'NM_182762': ['version 3', 2559]}
{'NM_182782': ['version 2', 1770]}
{'NM_182783': ['version 2', 489]}
{'NM_182785': ['version 3', 741]}
{'NM_182804': ['version 1', 3267]}
{'NM_182805': ['version 3', 1491]}
{'NM_182806': ['version 2', 996]}
{'NM_182807': ['version 3', 408]}
{'NM_182808': ['version 3', 402]}
{'NM_182809': ['version 2', 1839]}
{'NM_182814': ['version 2', 1620]}
{'NM_182815': ['version 2', 1734]}
{'NM_182816': ['version 2', 1563]}
{'NM_182817': ['version 1', 294]}
{'NM_182818': ['version 1', 1767]}
{'NM_182819': ['version 2', 243]}
{'NM_182820': ['version 1', 1182]}
{'NM_182821': ['version 1', 1740]}
{'NM_182822': ['version 3', 1056]}
{'NM_182823': ['version 1', 1602]}
{'NM_182824': ['version 2', 951]}
{'NM_182825': ['version 1', 552]}
{'NM_182828': ['version 4', 1353]}
{'NM_182830': ['version 4', 2184]}
{'NM_182831': ['version 1', 654]}
{'NM_182832': ['version 2', 453]}
{'NM_182833': ['version 2', 1563]}
{'NM_182839': ['version 2', 657]}
{'NM_182840': ['version 2', 2277]}
{'NM_182841': ['version 1', 750]}
{'NM_182842': ['version 1', 1431]}
{'NM_182843': ['version 1', 1581]}
{'NM_182844': ['version 1', 2571]}
{'NM_182905': ['version 4', 1398]}
{'NM_182917': ['version 4', 4803]}
{'NM_182920': ['version 2', 5808]}
{'NM_182922': ['version 4', 2043]}
{'NM_182924': ['version 4', 2715]}
{'NM_182927': ['version 3', 1227]}
{'NM_182928': ['version 5', 453]}
{'NM_182929': ['version 3', 924]}
{'NM_182930': ['version 2', 3522]}
{'NM_182939': ['version 4', 1254]}
{'NM_182946': ['version 1', 6273]}
{'NM_182949': ['version 3', 987]}
{'NM_182950': ['version 4', 951]}
{'NM_182951': ['version 1', 1362]}
{'NM_182952': ['version 2', 303]}
{'NM_182953': ['version 2', 942]}
{'NM_182954': ['version 2', 2196]}
{'NM_182955': ['version 1', 1107]}
{'NM_182957': ['version 1', 768]}
{'NM_182959': ['version 3', 1806]}
{'NM_182961': ['version 4', 26394]}
{'NM_182972': ['version 2', 1764]}
{'NM_182973': ['version 2', 3180]}
{'NM_182974': ['version 2', 831]}
{'NM_182990': ['version 4', 2127]}
{'NM_182991': ['version 3', 1014]}
{'NM_182992': ['version 2', 3948]}
{'NM_182993': ['version 2', 1683]}
{'NM_182994': ['version 2', 540]}
{'NM_182995': ['version 2', 3015]}
{'NM_182996': ['version 3', 1596]}
{'NM_182997': ['version 2', 816]}
{'NM_182999': ['version 2', 2922]}
{'NM_183000': ['version 2', 1593]}
{'NM_183014': ['version 1', 2214]}
{'NM_183015': ['version 3', 4191]}
{'NM_183016': ['version 2', 5142]}
{'NM_183017': ['version 2', 1920]}
{'NM_183018': ['version 3', 4308]}
{'NM_183019': ['version 3', 1455]}
{'NM_183020': ['version 2', 3150]}
{'NM_183021': ['version 3', 5817]}
{'NM_183022': ['version 3', 1620]}
{'NM_183023': ['version 1', 810]}
{'NM_183024': ['version 1', 2022]}
{'NM_183025': ['version 2', 2043]}
{'NM_183027': ['version 2', 465]}
{'NM_183028': ['version 3', 1074]}
{'NM_183029': ['version 2', 1779]}
{'NM_183031': ['version 2', 1074]}
{'NM_183032': ['version 2', 555]}
{'NM_183033': ['version 2', 3474]}
{'NM_183034': ['version 2', 3225]}
{'NM_183035': ['version 1', 246]}
{'NM_183036': ['version 1', 192]}
{'NM_183037': ['version 2', 2280]}
{'NM_183038': ['version 2', 225]}
{'NM_183039': ['version 3', 222]}
{'NM_183046': ['version 2', 5325]}
{'NM_183051': ['version 2', 753]}
{'NM_183052': ['version 2', 438]}
{'NM_183053': ['version 1', 1494]}
{'NM_183054': ['version 1', 1368]}
{'NM_183055': ['version 1', 219]}
{'NM_183056': ['version 2', 1308]}
{'NM_183061': ['version 3', 3534]}
{'NM_183062': ['version 2', 981]}
{'NM_183064': ['version 5', 732]}
{'NM_183086': ['version 2', 483]}
{'NM_183087': ['version 4', 1548]}
{'NM_183088': ['version 2', 2271]}
{'NM_183089': ['version 3', 1200]}
{'NM_183091': ['version 3', 4092]}
{'NM_183094': ['version 3', 648]}
{'NM_183096': ['version 3', 1416]}
{'NM_183097': ['version 2', 903]}
{'NM_183099': ['version 2', 1119]}
{'NM_183103': ['version 2', 945]}
{'NM_183104': ['version 2', 1140]}
{'NM_183106': ['version 2', 3597]}
{'NM_183109': ['version 3', 1011]}
{'NM_183111': ['version 2', 594]}
{'NM_183112': ['version 3', 300]}
{'NM_183113': ['version 3', 2259]}
{'NM_183115': ['version 5', 1503]}
{'NM_183116': ['version 2', 1374]}
{'NM_183119': ['version 3', 288]}
{'NM_183123': ['version 2', 273]}
{'NM_183124': ['version 3', 189]}
{'NM_183126': ['version 2', 510]}
{'NM_183131': ['version 3', 336]}
{'NM_183136': ['version 2', 318]}
{'NM_183137': ['version 2', 1722]}
{'NM_183139': ['version 2', 444]}
{'NM_183140': ['version 3', 852]}
{'NM_183141': ['version 3', 2472]}
{'NM_183142': ['version 4', 1353]}
{'NM_183143': ['version 3', 348]}
{'NM_183144': ['version 3', 1269]}
{'NM_183145': ['version 2', 243]}
{'NM_183146': ['version 4', 2922]}
{'NM_183147': ['version 2', 444]}
{'NM_183148': ['version 3', 864]}
{'NM_183149': ['version 2', 2727]}
{'NM_183150': ['version 2', 411]}
{'NM_183151': ['version 1', 2043]}
{'NM_183152': ['version 4', 1800]}
{'NM_183154': ['version 4', 2334]}
{'NM_183155': ['version 3', 3504]}
{'NM_183158': ['version 3', 843]}
{'NM_183160': ['version 3', 552]}
{'NM_183161': ['version 3', 1344]}
{'NM_183162': ['version 2', 8844]}
{'NM_183165': ['version 3', 1497]}
{'NM_183166': ['version 2', 2085]}
{'NM_183167': ['version 4', 1221]}
{'NM_183168': ['version 2', 987]}
{'NM_183170': ['version 2', 603]}
{'NM_183171': ['version 5', 1179]}
{'NM_183172': ['version 2', 1683]}
{'NM_183173': ['version 2', 1647]}
{'NM_183174': ['version 3', 1557]}
{'NM_183175': ['version 4', 1002]}
{'NM_183177': ['version 3', 1659]}
{'NM_183178': ['version 2', 1491]}
{'NM_183179': ['version 1', 1689]}
{'NM_183180': ['version 2', 747]}
{'NM_183181': ['version 2', 1425]}
{'NM_183182': ['version 3', 1245]}
{'NM_183183': ['version 3', 2292]}
{'NM_183185': ['version 3', 1938]}
{'NM_183186': ['version 2', 1374]}
{'NM_183187': ['version 4', 435]}
{'NM_183188': ['version 2', 1254]}
{'NM_183189': ['version 1', 507]}
{'NM_183190': ['version 2', 594]}
{'NM_183191': ['version 3', 5049]}
{'NM_183193': ['version 3', 936]}
{'NM_183194': ['version 3', 1443]}
{'NM_183195': ['version 2', 522]}
{'NM_183197': ['version 1', 1134]}
{'NM_183199': ['version 3', 1518]}
{'NM_183201': ['version 4', 2655]}
{'NM_183204': ['version 4', 744]}
{'NM_183208': ['version 4', 3219]}
{'NM_183209': ['version 2', 1368]}
{'NM_183216': ['version 3', 1062]}
{'NM_183220': ['version 3', 1440]}
{'NM_183221': ['version 3', 14946]}
{'NM_183222': ['version 3', 1791]}
{'NM_183224': ['version 3', 399]}
{'NM_183225': ['version 2', 7854]}
{'NM_183238': ['version 4', 1926]}
{'NM_183242': ['version 3', 1137]}
{'NM_183248': ['version 3', 834]}
{'NM_183249': ['version 2', 192]}
{'NM_183250': ['version 2', 195]}
{'NM_183251': ['version 3', 369]}
{'NM_183253': ['version 3', 282]}
{'NM_183254': ['version 2', 243]}
{'NM_183256': ['version 3', 174]}
{'NM_183257': ['version 4', 252]}
{'NM_183259': ['version 3', 237]}
{'NM_183262': ['version 3', 1620]}
{'NM_183263': ['version 5', 1257]}
{'NM_183264': ['version 4', 1377]}
{'NM_183268': ['version 4', 288]}
{'NM_183270': ['version 2', 264]}
{'NM_183271': ['version 2', 243]}
{'NM_183272': ['version 2', 297]}
{'NM_183275': ['version 2', 1095]}
{'NM_183276': ['version 2', 8253]}
{'NM_183278': ['version 2', 270]}
{'NM_183281': ['version 2', 870]}
{'NM_183282': ['version 2', 1248]}
{'NM_183283': ['version 2', 645]}
{'NM_183284': ['version 3', 261]}
{'NM_183285': ['version 3', 792]}
{'NM_183286': ['version 2', 1131]}
{'NM_183287': ['version 3', 918]}
{'NM_183288': ['version 3', 732]}
{'NM_183289': ['version 3', 1773]}
{'NM_183290': ['version 2', 810]}
{'NM_183293': ['version 1', 1227]}
{'NM_183294': ['version 2', 1059]}
{'NM_183297': ['version 2', 915]}
{'NM_183298': ['version 2', 1116]}
{'NM_183300': ['version 3', 2121]}
{'NM_183306': ['version 2', 2697]}
{'NM_183307': ['version 4', 1749]}
{'NM_183309': ['version 3', 573]}
{'NM_183310': ['version 2', 2688]}
{'NM_183311': ['version 2', 1692]}
{'NM_183312': ['version 3', 1116]}
{'NM_183315': ['version 2', 249]}
{'NM_183316': ['version 2', 309]}
{'NM_183318': ['version 4', 1800]}
{'NM_183319': ['version 3', 1350]}
{'NM_183320': ['version 3', 1392]}
{'NM_183321': ['version 1', 1905]}
{'NM_183322': ['version 2', 501]}
{'NM_183325': ['version 2', 1089]}
{'NM_183326': ['version 2', 1368]}
{'NM_183327': ['version 1', 1401]}
{'NM_183328': ['version 3', 447]}
{'NM_183329': ['version 3', 699]}
{'NM_183330': ['version 1', 921]}
{'NM_183331': ['version 1', 6777]}
{'NM_183332': ['version 1', 957]}
{'NM_183333': ['version 1', 1731]}
{'NM_183334': ['version 1', 1149]}
{'NM_183335': ['version 2', 2289]}
{'NM_183336': ['version 2', 2328]}
{'NM_183354': ['version 3', 3273]}
{'NM_183355': ['version 3', 1293]}
{'NM_183358': ['version 4', 669]}
{'NM_183366': ['version 3', 2307]}
{'NM_183368': ['version 2', 1209]}
{'NM_183370': ['version 2', 1239]}
{'NM_183372': ['version 5', 2760]}
{'NM_183373': ['version 3', 696]}
{'NM_183374': ['version 3', 1569]}
{'NM_183375': ['version 4', 987]}
{'NM_183376': ['version 3', 1257]}
{'NM_183377': ['version 1', 1692]}
{'NM_183378': ['version 2', 3405]}
{'NM_183379': ['version 1', 957]}
{'NM_183389': ['version 2', 1053]}
{'NM_183390': ['version 3', 1860]}
{'NM_183391': ['version 3', 522]}
{'NM_183392': ['version 2', 1533]}
{'NM_183402': ['version 1', 1095]}
{'NM_183403': ['version 2', 3]}
{'NM_183405': ['version 2', 267]}
{'NM_183406': ['version 3', 267]}
{'NM_183408': ['version 3', 2535]}
{'NM_183417': ['version 3', 1041]}
{'NM_183423': ['version 3', 462]}
{'NM_183424': ['version 4', 375]}
{'NM_183425': ['version 2', 366]}
{'NM_183426': ['version 2', 4050]}
{'NM_183427': ['version 5', 1359]}
{'NM_184042': ['version 1', 4284]}
{'NM_184045': ['version 2', 1692]}
{'NM_184046': ['version 1', 1647]}
{'NM_184048': ['version 2', 795]}
{'NM_184049': ['version 1', 1281]}
{'NM_184050': ['version 2', 2697]}
{'NM_184051': ['version 1', 981]}
{'NM_184052': ['version 3', 498]}
{'NM_184053': ['version 3', 948]}
{'NM_184088': ['version 1', 5721]}
{'NM_184109': ['version 2', 5235]}
{'NM_194051': ['version 3', 3141]}
{'NM_194052': ['version 3', 1071]}
{'NM_194053': ['version 3', 1128]}
{'NM_194054': ['version 3', 3489]}
{'NM_194055': ['version 3', 2046]}
{'NM_194057': ['version 3', 903]}
{'NM_194058': ['version 2', 3012]}
{'NM_194059': ['version 2', 537]}
{'NM_194060': ['version 1', 1680]}
{'NM_194061': ['version 2', 5823]}
{'NM_194063': ['version 3', 648]}
{'NM_194064': ['version 2', 411]}
{'NM_194065': ['version 3', 795]}
{'NM_194066': ['version 2', 753]}
{'NM_194067': ['version 2', 648]}
{'NM_194068': ['version 2', 618]}
{'NM_194069': ['version 2', 498]}
{'NM_194247': ['version 3', 1137]}
{'NM_194250': ['version 2', 3630]}
{'NM_194251': ['version 2', 1260]}
{'NM_194257': ['version 2', 1056]}
{'NM_194262': ['version 2', 3945]}
{'NM_194263': ['version 2', 1338]}
{'NM_194268': ['version 2', 1518]}
{'NM_194269': ['version 2', 240]}
{'NM_194282': ['version 4', 2250]}
{'NM_194283': ['version 3', 1731]}
{'NM_194285': ['version 3', 2058]}
{'NM_194287': ['version 2', 1467]}
{'NM_194296': ['version 1', 618]}
{'NM_194299': ['version 1', 876]}
{'NM_194300': ['version 4', 3135]}
{'NM_194303': ['version 1', 1017]}
{'NM_194314': ['version 2', 2730]}
{'NM_194317': ['version 4', 516]}
{'NM_194318': ['version 4', 1497]}
{'NM_194319': ['version 1', 726]}
{'NM_194321': ['version 2', 279]}
{'NM_194325': ['version 2', 1872]}
{'NM_194333': ['version 3', 1836]}
{'NM_194334': ['version 2', 2898]}
{'NM_194335': ['version 2', 984]}
{'NM_194336': ['version 2', 1836]}
{'NM_194339': ['version 1', 3855]}
{'NM_194340': ['version 2', 5916]}
{'NM_194341': ['version 2', 3417]}
{'NM_194342': ['version 3', 2100]}
{'NM_194343': ['version 2', 1743]}
{'NM_194344': ['version 2', 4041]}
{'NM_194345': ['version 1', 2235]}
{'NM_194346': ['version 3', 3201]}
{'NM_194347': ['version 1', 1398]}
{'NM_194348': ['version 3', 5745]}
{'NM_194350': ['version 2', 1080]}
{'NM_194353': ['version 1', 858]}
{'NM_194354': ['version 2', 486]}
{'NM_194355': ['version 3', 2367]}
{'NM_194356': ['version 4', 867]}
{'NM_194357': ['version 1', 1422]}
{'NM_194444': ['version 2', 870]}
{'NM_194446': ['version 2', 1083]}
{'NM_194449': ['version 4', 5154]}
{'NM_194461': ['version 1', 1509]}
{'NM_194462': ['version 2', 11340]}
{'NM_194464': ['version 3', 2571]}
{'NM_197889': ['version 2', 549]}
{'NM_197940': ['version 2', 1323]}
{'NM_197941': ['version 4', 3354]}
{'NM_197943': ['version 2', 3018]}
{'NM_197944': ['version 1', 1005]}
{'NM_197945': ['version 4', 2103]}
{'NM_197959': ['version 2', 2505]}
{'NM_197978': ['version 3', 1455]}
{'NM_197980': ['version 1', 279]}
{'NM_197982': ['version 3', 1284]}
{'NM_197985': ['version 4', 1161]}
{'NM_197986': ['version 3', 558]}
{'NM_197987': ['version 2', 2886]}
{'NM_197988': ['version 3', 336]}
{'NM_197989': ['version 1', 753]}
{'NM_197990': ['version 3', 366]}
{'NM_197991': ['version 3', 777]}
{'NM_197992': ['version 1', 744]}
{'NM_197993': ['version 3', 2610]}
{'NM_197995': ['version 2', 522]}
{'NM_197996': ['version 2', 885]}
{'NM_197997': ['version 2', 5592]}
{'NM_197998': ['version 2', 360]}
{'NM_197999': ['version 2', 1683]}
{'NM_198000': ['version 3', 1128]}
{'NM_198001': ['version 2', 252]}
{'NM_198003': ['version 3', 1572]}
{'NM_198004': ['version 3', 555]}
{'NM_198005': ['version 2', 1518]}
{'NM_198006': ['version 4', 225]}
{'NM_198007': ['version 2', 6597]}
{'NM_198010': ['version 2', 7059]}
{'NM_198011': ['version 2', 1386]}
{'NM_198012': ['version 4', 1458]}
{'NM_198013': ['version 3', 1167]}
{'NM_198014': ['version 3', 1740]}
{'NM_198017': ['version 3', 1275]}
{'NM_198018': ['version 2', 2616]}
{'NM_198019': ['version 2', 2373]}
{'NM_198020': ['version 2', 1992]}
{'NM_198021': ['version 3', 2793]}
{'NM_198022': ['version 2', 5703]}
{'NM_198023': ['version 3', 1443]}
{'NM_198024': ['version 2', 1476]}
{'NM_198026': ['version 2', 1257]}
{'NM_198027': ['version 3', 717]}
{'NM_198028': ['version 3', 1074]}
{'NM_198029': ['version 2', 2034]}
{'NM_198030': ['version 2', 915]}
{'NM_198031': ['version 1', 2718]}
{'NM_198033': ['version 2', 7941]}
{'NM_198034': ['version 3', 2484]}
{'NM_198035': ['version 2', 2139]}
{'NM_198037': ['version 1', 3867]}
{'NM_198048': ['version 2', 4176]}
{'NM_198049': ['version 1', 1113]}
{'NM_198050': ['version 1', 4185]}
{'NM_198051': ['version 1', 1392]}
{'NM_198052': ['version 2', 2166]}
{'NM_198056': ['version 2', 6051]}
{'NM_198059': ['version 3', 5082]}
{'NM_198076': ['version 6', 357]}
{'NM_198090': ['version 2', 1140]}
{'NM_198091': ['version 2', 1191]}
{'NM_198092': ['version 2', 1860]}
{'NM_198094': ['version 2', 2172]}
{'NM_198095': ['version 3', 519]}
{'NM_198096': ['version 1', 2184]}
{'NM_198097': ['version 3', 1449]}
{'NM_198100': ['version 2', 1833]}
{'NM_198101': ['version 1', 2916]}
{'NM_198102': ['version 2', 849]}
{'NM_198103': ['version 2', 2151]}
{'NM_198104': ['version 2', 420]}
{'NM_198105': ['version 2', 3276]}
{'NM_198106': ['version 4', 3528]}
{'NM_198107': ['version 2', 2598]}
{'NM_198108': ['version 2', 441]}
{'NM_198109': ['version 5', 3129]}
{'NM_198110': ['version 2', 1734]}
{'NM_198111': ['version 2', 6924]}
{'NM_198112': ['version 2', 393]}
{'NM_198113': ['version 3', 1950]}
{'NM_198114': ['version 2', 3135]}
{'NM_198117': ['version 2', 2847]}
{'NM_198119': ['version 2', 1566]}
{'NM_198122': ['version 2', 3684]}
{'NM_198127': ['version 2', 1341]}
{'NM_198130': ['version 1', 891]}
{'NM_198131': ['version 1', 3099]}
{'NM_198132': ['version 3', 1140]}
{'NM_198133': ['version 2', 357]}
{'NM_198134': ['version 2', 519]}
{'NM_198141': ['version 2', 2745]}
{'NM_198147': ['version 3', 1407]}
{'NM_198157': ['version 1', 366]}
{'NM_198160': ['version 2', 3300]}
{'NM_198161': ['version 2', 1620]}
{'NM_198162': ['version 2', 2910]}
{'NM_198163': ['version 1', 606]}
{'NM_198164': ['version 3', 1374]}
{'NM_198166': ['version 3', 342]}
{'NM_198167': ['version 3', 2499]}
{'NM_198168': ['version 3', 1494]}
{'NM_198169': ['version 2', 1593]}
{'NM_198170': ['version 4', 10296]}
{'NM_198171': ['version 3', 1671]}
{'NM_198176': ['version 3', 2289]}
{'NM_198181': ['version 3', 1299]}
{'NM_198185': ['version 5', 1698]}
{'NM_198190': ['version 1', 630]}
{'NM_198191': ['version 3', 1188]}
{'NM_198192': ['version 2', 1302]}
{'NM_198193': ['version 3', 756]}
{'NM_198199': ['version 1', 1302]}
{'NM_198200': ['version 1', 375]}
{'NM_198214': ['version 3', 1587]}
{'NM_198223': ['version 2', 1422]}
{'NM_198224': ['version 3', 612]}
{'NM_198236': ['version 2', 4689]}
{'NM_198246': ['version 2', 1419]}
{'NM_198247': ['version 2', 1134]}
{'NM_198248': ['version 1', 3777]}
{'NM_198249': ['version 4', 4554]}
{'NM_198250': ['version 1', 2130]}
{'NM_198251': ['version 2', 1020]}
{'NM_198270': ['version 3', 4893]}
{'NM_198278': ['version 1', 1530]}
{'NM_198279': ['version 3', 2049]}
{'NM_198292': ['version 3', 3387]}
{'NM_198294': ['version 3', 5571]}
{'NM_198295': ['version 2', 1371]}
{'NM_198296': ['version 2', 2070]}
{'NM_198297': ['version 4', 564]}
{'NM_198298': ['version 2', 5898]}
{'NM_198299': ['version 2', 1041]}
{'NM_198300': ['version 3', 2151]}
{'NM_198301': ['version 2', 912]}
{'NM_198302': ['version 2', 717]}
{'NM_198303': ['version 2', 3651]}
{'NM_198304': ['version 3', 5280]}
{'NM_198305': ['version 2', 1923]}
{'NM_198306': ['version 3', 1815]}
{'NM_198308': ['version 1', 2637]}
{'NM_198311': ['version 2', 1548]}
{'NM_198322': ['version 3', 1506]}
{'NM_198326': ['version 3', 1119]}
{'NM_198334': ['version 3', 2835]}
{'NM_198399': ['version 1', 270]}
{'NM_198401': ['version 3', 687]}
{'NM_198408': ['version 3', 969]}
{'NM_198409': ['version 3', 1590]}
{'NM_198410': ['version 3', 1032]}
{'NM_198411': ['version 2', 3816]}
{'NM_198412': ['version 2', 2703]}
{'NM_198414': ['version 2', 1128]}
{'NM_198415': ['version 3', 1260]}
{'NM_198416': ['version 2', 2733]}
{'NM_198417': ['version 2', 1947]}
{'NM_198418': ['version 2', 6405]}
{'NM_198419': ['version 3', 1950]}
{'NM_198420': ['version 3', 3231]}
{'NM_198421': ['version 2', 2058]}
{'NM_198422': ['version 3', 936]}
{'NM_198423': ['version 4', 7932]}
{'NM_198424': ['version 3', 873]}
{'NM_198425': ['version 2', 711]}
{'NM_198429': ['version 2', 2484]}
{'NM_198438': ['version 1', 1086]}
{'NM_198441': ['version 2', 666]}
{'NM_198442': ['version 1', 1479]}
{'NM_198444': ['version 1', 1758]}
{'NM_198445': ['version 3', 1359]}
{'NM_198446': ['version 3', 333]}
{'NM_198457': ['version 3', 2169]}
{'NM_198461': ['version 3', 2265]}
{'NM_198462': ['version 2', 3777]}
{'NM_198463': ['version 3', 1692]}
{'NM_198464': ['version 4', 1059]}
{'NM_198465': ['version 4', 4749]}
{'NM_198468': ['version 3', 3732]}
{'NM_198471': ['version 3', 2466]}
