sku,attribute_set,type,name,price,sterility,appearance_general,storage_condition,caution,qty,visibility,categories,product_websites,simples_skus,configurable_attributes,is_in_stock,description,url_key
TM4009,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4009,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4009-cell-line-tm4009
TM4062,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4062,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4062-cell-line-tm4062
TM4061,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4061,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4061-cell-line-tm4061
TM4060,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4060,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4060-cell-line-tm4060
TM4008,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4008,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4008-cell-line-tm4008
TM4059,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4059,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4059-cell-line-tm4059
TM4057,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4057,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4057-cell-line-tm4057
TM4086,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4086,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4086-cell-line-tm4086
TM4085,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4085,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4085-cell-line-tm4085
TM4084,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4084,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4084-cell-line-tm4084
TM4083,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4083,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4083-cell-line-tm4083
TM4056,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4056,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4056-cell-line-tm4056
TM4055,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4055,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4055-cell-line-tm4055
TM4054,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4054,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4054-cell-line-tm4054
